연번,구인_신청일자,모집_기간,기업명,모집_직종,고용_형태,임금_형태,임금,입사_형태,요구_경력,요구_학력,전공_계열,요구_자격증,사업장_주소,기업_형태,담당_기관,등록일,연락처
111,2024-12-26,2024-12-26~2024-12-31,경주시청,사무 보조원(일반사업체),계약직,시급,10030.0,무관,무관,무관,,    ,"경상북도 경주시 양정로 260 (동천동), 경주시청 시정새마을과 인사계","공사,공공",경북지사,2024-12-26,1588-1519
112,2024-12-26,2024-12-26~2025-01-31,(주)포항개발,직업 운동선수,계약직,시급,9860.0,무관,무관,무관,,    ,경상북도 포항시 남구 대송면 제내길31번길 33 제내리 295번지,중소,경북지사,2024-12-31,1588-1519
113,2024-12-26,2024-12-26~2024-12-31,(사)한국교통장애인협회포항시지회,사무 보조원(일반사업체),계약직,시급,10030.0,신입,무관,무관,,    ,경상북도 포항시 남구 섬안로 185 한국교통장애인협회 포항시지회 (대도동),중소,경북지사,2024-12-26,1588-1519
114,2024-12-26,2024-12-26~2025-01-24,(주)현대캐터링시스템,단체 급식 보조원,계약직,시급,10030.0,무관,무관,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,경북지사,2024-12-26,1588-1519
115,2024-12-26,2024-12-26~2025-01-15,새라새재활요양병원,기타 보건·의료 서비스 종사원,계약직,시급,10030.0,무관,무관,무관,,    ,부산광역시 남구 석포로26번길 17(감만동),개인,부산지역본부,2024-12-26,1588-1519
116,2024-12-26,2024-12-26~2025-01-31,롯데컬처웍스(주) 롯데시네마 청량리점,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",시간제,시급,10030.0,무관,0년개월,무관,,    ,서울특별시 동대문구 왕산로 214 (전농동)7층,대기업,서울남부지사,2024-12-26,1588-1519
117,2024-12-26,2024-12-26~2025-02-28,로옴세미컨덕터코리아,화물분류원,계약직,월급,2236800.0,신입,무관,무관,,    ,서울특별시 금천구 가산디지털1로 159-13 로옴세미컨덕터코리아 (가산동),중소,서울남부지사,2024-12-31,1588-1519
118,2024-12-26,2024-12-26~2024-12-26,(주)모두락,바리스타,계약직,시급,10030.0,무관,무관,무관,,    ,"서울특별시 강서구 하늘길 70 1층 L103-2호 (과해동, 항공지원센터) (과해동)",중소,서울남부지사,2024-12-26,1588-1519
119,2024-12-26,2024-12-26~2025-01-06,(주)삼천리이엔지,주방 보조원(일반 음식점),상용직,시급,10030.0,무관,무관,무관,,    ,서울특별시 영등포구 국제금융로6길 42 삼천리이엔지 (여의도동),중소,서울남부지사,2024-12-26,1588-1519
120,2024-12-26,2024-12-26~2025-01-17,쿠팡풀필먼트서비스유한회사,인사노무 사무보조원,계약직,월급,1080000.0,무관,무관,무관,,    ,서울특별시 송파구 법원로11길 12 (문정동) 한양타워 8층,대기업,서울동부지사,2024-12-26,1588-1519
121,2024-12-26,2024-12-26~2025-01-31,본푸드서비스(주)대상이천공장점,주방 보조원(일반 음식점),계약직,월급,1183540.0,무관,0년개월,무관,,    ,경기도 이천시 부발읍 경충대로2191번길 37 대상이천공장,중소,경기동부지사,2024-12-26,1588-1519
122,2024-12-26,2024-12-26~2025-01-03,해강의료재단 위더스요양병원,환자케어 보조원(환자이동 도우미 등),상용직,월급,2096270.0,무관,무관,무관,,    ,경기도 광주시 초월읍 경충대로 974-56 974-43 위더스요양병원,중소,경기동부지사,2024-12-26,1588-1519
123,2024-12-26,2024-12-26~2025-01-01,콘센트릭스서비스코리아 유한회사,콜센터 상담원(콜센터·고객센터·CS센터),상용직,월급,2060740.0,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 509 (삼성동),중소,서울동부지사,2024-12-26,1588-1519
124,2024-12-26,2024-12-26~2025-01-31,주식회사대하,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,10030.0,무관,0년개월,무관,,    ,충청남도 당진시 순성면 순성로 773 (주)대하,중소,충남지사,2024-12-26,1588-1519
125,2024-12-26,2024-12-26~2024-12-29,주식회사 디에스클린,기타 서비스 단순종사원,시간제,시급,9860.0,무관,무관,무관,,    ,경기도 안산시 상록구 선진5길 5 친한용기,중소,경기서부지사,2024-12-26,1588-1519
126,2024-12-26,2024-12-26~2025-01-10,본우리집밥 서울교통공사 동작역점,주방정리원,상용직,시급,10030.0,무관,0년개월,무관,,    ,"서울특별시 동작구 현충로 257 구내식당 2층(동작동, 4호선 동작역 Dongjak s.t)",대기업,서울북부지사,2024-12-26,1588-1519
127,2024-12-26,2024-12-26~2025-01-11,희망강북장애인자립생활센터,사회복지사(사회복지시설),계약직,월급,2096270.0,무관,무관,고졸,,    ,서울특별시 강북구 노해로 76 민스빌 2층,중소,서울북부지사,2024-12-26,1588-1519
128,2024-12-26,2024-12-26~2024-12-31,바른자세고정안마원,안마사,상용직,시급,9860.0,무관,0년개월,무관,,    ,제주특별자치도 서귀포시 태평로 520 (동홍동) 2층,개인,제주지사,2024-12-26,1588-1519
129,2024-12-25,2024-12-25~2025-01-10,사단법인 한국척수장애인협회디지털사업단,사무 보조원(공공기관),계약직,월급,2100000.0,무관,무관,무관,,    ,"대구광역시 동구 첨단로 30 (신서동) 113, 114호","협회,단체",대구지역본부,2024-12-31,1588-1519
130,2024-12-25,2024-12-25~2025-02-28,구례군장애인복지관,기타 서비스 단순종사원,계약직,시급,10030.0,무관,0년개월,무관,,    ,전라남도 구례군 구례읍 동편제길 30,개인,광주지역본부,2024-12-31,1588-1519
131,2024-12-25,2024-12-25~2025-02-28,장성군청,기타 서비스 단순종사원,계약직,시급,10030.0,무관,0년개월,무관,,    ,"전라남도 장성군 장성읍 영천로 200 (영천리), 장성군청 총무과","공사,공공",광주지역본부,2024-12-31,1588-1519
132,2024-12-25,2024-12-25~2025-02-28,구례군청,기타 서비스 단순종사원,계약직,시급,10030.0,무관,0년개월,무관,,    ,"전라남도 구례군 구례읍 봉성로 1 (봉남리), 구례군청",중소,광주지역본부,2024-12-31,1588-1519
133,2024-12-25,2024-12-25~2025-02-28,담양군청,기타 서비스 단순종사원,계약직,시급,10030.0,무관,무관,무관,,    ,"전라남도 담양군 담양읍 추성로 1371 (객사리), 담양군청","공사,공공",광주지역본부,2024-12-31,1588-1519
134,2024-12-25,2024-12-25~2025-02-28,전남곡성군청,기타 서비스 단순종사원,계약직,시급,10030.0,무관,0년개월,무관,,    ,전라남도 곡성군 곡성읍 군청로 50 (읍내리),중소,광주지역본부,2024-12-31,1588-1519
135,2024-12-24,2024-12-24~2025-01-31,주식회사 씨비엔유스타,바리스타 및 티마스터 보조원,상용직,시급,10030.0,무관,무관,무관,,    ,"충청북도 청주시 서원구 충대로 1 N10동 803호 (개신동, 충북대학교대학본부)",중소,충북지사,2024-12-24,1588-1519
136,2024-12-24,2024-12-24~2025-03-01,지에스건설(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,10030.0,무관,무관,무관,,    ,부산광역시 동래구 충렬대로 200 불이빌딩 (수안동),중소,충남지사,2024-12-24,1588-1519
137,2024-12-24,2024-12-24~2024-12-31,서울특별시강서구청,사무 보조원(공공기관),계약직,월급,2096270.0,무관,무관,무관,,    ,서울특별시 강서구 화곡로 302 (화곡동),"공사,공공",서울남부지사,2024-12-31,1588-1519
138,2024-12-24,2024-12-24~2024-12-31,관악구청,사무 보조원(공공기관),계약직,월급,2096270.0,무관,무관,무관,,    ,서울특별시 관악구 관악로 145 (청룡동) (봉천동),중소,서울남부지사,2024-12-31,1588-1519
139,2024-12-24,2024-12-24~2025-01-09,재단법인한국공예디자인문화진흥원,사무 보조원(공공기관),계약직,월급,2754750.0,무관,무관,무관,,    ,"서울특별시 종로구 율곡로 53 5층 (안국동, 해영회관)",중소,서울지역본부,2024-12-24,1588-1519
140,2024-12-24,2024-12-24~2024-12-27,대구아양초등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9860.0,무관,0년개월,무관,,    ,대구광역시 동구 아양로 221 (신암동),"공사,공공",대구지역본부,2024-12-24,1588-1519
141,2024-12-24,2024-12-24~2024-12-27,성암초등학교,환경 미화원,계약직,시급,9860.0,무관,0년개월,무관,,    ,경상북도 경산시 펜타힐즈3로 21 (중산동),"공사,공공",대구지역본부,2024-12-24,1588-1519
142,2024-12-24,2024-12-24~2024-12-27,성암초등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9860.0,무관,0년개월,무관,,    ,경상북도 경산시 펜타힐즈3로 21 (중산동),"공사,공공",대구지역본부,2024-12-24,1588-1519
143,2024-12-24,2024-12-24~2025-01-02,동래나눔과행복병원,의료 보조원(간호조무사 제외),상용직,시급,10030.0,무관,0년개월,무관,,    ,부산광역시 연제구 중앙대로 1239 동래나눔과행복병원 (거제동),중소,부산지역본부,2024-12-31,1588-1519
144,2024-12-24,2024-12-24~2025-01-30,전라남도곡성교육지원청,사무 보조원(공공기관),계약직,시급,10030.0,무관,0년개월,무관,,    ,전라남도 곡성군 곡성읍 군청로 13 1층,"공사,공공",광주지역본부,2024-12-30,1588-1519
145,2024-12-24,2024-12-24~2025-01-30,전라남도담양교육청(특수교육지원센터),사무 보조원(공공기관),계약직,시급,10030.0,무관,0년개월,무관,,    ,전라남도 담양군 담양읍 신성길 2-8 (강쟁리),"공사,공공",광주지역본부,2024-12-30,1588-1519
146,2024-12-24,2024-12-24~2025-02-21,(주)유투,전기·전자 분야 단순 종사원,상용직,시급,10030.0,무관,0년개월,무관,,    ,광주광역시 광산구 평동공단산정로 108 (연산동),중소,광주지역본부,2024-12-24,1588-1519
147,2024-12-24,2024-12-24~2025-02-21,세종한방병원,화가 및 조각가,계약직,월급,779000.0,무관,0년개월,무관,,    ,광주광역시 북구 설죽로 335 (매곡동) 2층 세종한방병원,개인,광주지역본부,2024-12-24,1588-1519
148,2024-12-24,2024-12-24~2025-01-30,전라남도구례교육지원청,사무 보조원(공공기관),계약직,시급,10030.0,무관,0년개월,무관,,    ,"전라남도 구례군 구례읍 구례2길 21 (봉동리, 전라남도구례교육청)","공사,공공",광주지역본부,2024-12-30,1588-1519
149,2024-12-24,2024-12-24~2025-01-30,전라남도장성교육지원청,사무 보조원(공공기관),계약직,시급,10030.0,무관,0년개월,무관,,    ,전라남도 장성군 장성읍 방울샘길 22 1층,"공사,공공",광주지역본부,2024-12-30,1588-1519
150,2024-12-24,2024-12-24~2025-01-31,(주)현대그린푸드 대전아울렛(외식),주방 보조원(일반 음식점),계약직,시급,9860.0,무관,0년개월,무관,,    ,대전광역시 유성구 테크노중앙로 123 (용산동),대기업,대전지역본부,2024-12-24,1588-1519
151,2024-12-24,2024-12-24~2025-01-31,주식회사 연두에프앤씨,주방정리원,계약직,시급,10030.0,무관,0년개월,무관,,    ,충청남도 천안시 서북구 늘푸른1길 18-6 (두정동) 402,개인,충남지사,2024-12-24,1588-1519
152,2024-12-24,2024-12-24~2025-03-21,현대해상화재보험(주),사무 보조원(일반사업체),계약직,월급,2300000.0,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,충남지사,2024-12-24,1588-1519
153,2024-12-24,2024-12-24~2025-01-31,미래전기주식회사,사무 보조원(일반사업체),계약직,시급,9860.0,무관,0년개월,무관,,    ,경상북도 구미시 박정희로 57 미래전기 (상모동),중소,경북지사,2024-12-27,1588-1519
154,2024-12-24,2024-12-24~2025-01-31,꿈꾸는 작은 숲(장애학생직업체험관),바리스타,계약직,월급,884520.0,무관,무관,무관,,    ,전라남도 무안군 삼향읍 어진누리길 10 전라남도교육청 1층(민원봉사실),중소,전남지사,2024-12-27,1588-1519
155,2024-12-24,2024-12-24~2025-01-31,꿈꾸는 작은 숲,바리스타,계약직,월급,884520.0,무관,0년개월,무관,,    ,전라남도 영암군 삼호읍 저두길 65-7 꿈꾸는작은숲,개인,전남지사,2024-12-27,1588-1519
156,2024-12-24,2024-12-24~2024-12-31,주식회사 여행온,세차원 및 운송장비 청소원,시간제,시급,10500.0,무관,0년개월,무관,,    ,"전라남도 여수시 박람회길 70 상가1동 1층 씨108호, 씨 109호(덕충동, 여수엑스포시티프라디움1단지)",중소,전남지사,2024-12-31,1588-1519
157,2024-12-24,2024-12-24~2024-12-27,주식회사 브라보비버경기,식품 포장원,계약직,시급,10030.0,무관,무관,무관,,    ,경기도 의정부시 호국로 1319 (의정부동) 남평프라자 6층,중소,경기북부지사,2024-12-31,1588-1519
158,2024-12-24,2024-12-24~2024-12-27,(주)교보문고,화가 및 조각가,계약직,월급,1200000.0,무관,무관,무관,,    ,경기도 파주시 문발로 249 교보문고 (문발동),중소,경기북부지사,2024-12-31,1588-1519
159,2024-12-24,2024-12-24~2024-12-31,세종파츠플러스유한회사,사무 보조원(일반사업체),계약직,월급,1060000.0,무관,무관,고졸,,    ,부산광역시 부산진구 서전로10번길 28 14층 (부전동),중소,부산지역본부,2024-12-24,1588-1519
160,2024-12-24,2024-12-24~2024-12-28,(재)공간정보품질관리원,사무 보조원(공공기관),계약직,연봉,24800000.0,무관,0년개월,무관,,    ,서울특별시 영등포구 양산로 91 1404호(당산동3가),"공사,공공",서울남부지사,2024-12-31,1588-1519
161,2024-12-24,2024-12-24~2024-12-31,구로구청,사무 보조원(공공기관),계약직,월급,2096270.0,무관,무관,무관,,    ,서울특별시 구로구 가마산로 245 신관4층 어르신청소년과 아동보호팀 (구로동),중소,서울남부지사,2024-12-31,1588-1519
162,2024-12-24,2024-12-24~2024-12-31,영등포구청,사무 보조원(공공기관),계약직,월급,2096270.0,무관,무관,무관,,    ,서울특별시 영등포구 당산로 123 (당산동3가),"공사,공공",서울남부지사,2024-12-31,1588-1519
163,2024-12-24,2024-12-24~2024-12-31,양천구청,사무 보조원(공공기관),계약직,월급,2096270.0,무관,무관,무관,,    ,서울특별시 양천구 목동동로 105 (신정동),"공사,공공",서울남부지사,2024-12-31,1588-1519
164,2024-12-24,2024-12-24~2025-01-06,파란행복주식회사,정리수납원,상용직,연봉,12910000.0,무관,무관,무관,,    ,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 1층",중소,서울동부지사,2024-12-24,1588-1519
165,2024-12-24,2024-12-24~2025-01-08,(주)씨제이이엔엠,네일 아티스트(손톱 관리사),계약직,연봉,21048000.0,무관,무관,무관,,    ,서울특별시 서초구 과천대로 870-13 (방배동),대기업,서울동부지사,2024-12-24,1588-1519
166,2024-12-24,2024-12-24~2025-01-18,주식회사링키지랩,바리스타,계약직,월급,1137500.0,무관,무관,무관,,    ,"서울특별시 성동구 성수일로6길 33 (성수동2가, 아연디지털타워)",중소,경기동부지사,2024-12-24,1588-1519
167,2024-12-24,2024-12-24~2025-01-06,쿠팡풀필먼트서비스유한회사,"데이터 및 자료 모니터 요원(기사, 뉴스 등 포함)",계약직,월급,1080000.0,무관,무관,무관,,    ,서울특별시 송파구 법원로11길 12 (문정동) 한양타워 8층,대기업,경기동부지사,2024-12-24,1588-1519
